loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
4056.29443359375,63.68904495239258,1222.814208984375,34.9687614440918
466.95556640625,21.609153747558594,155.39427185058594,12.465723991394043
78.00995635986328,8.832324981689453,45.96887969970703,6.780035495758057
11.91138744354248,3.4512877464294434,14.673925399780273,3.830656051635742
3.521998405456543,1.8766988515853882,7.603937149047852,2.757523775100708
2.4844346046447754,1.5762089490890503,5.7090654373168945,2.3893649578094482
2.3656344413757324,1.5380618572235107,5.047946453094482,2.2467634677886963
2.37125301361084,1.5398873090744019,5.183505535125732,2.276731252670288
2.3699748516082764,1.539472222328186,4.9804301261901855,2.2316877841949463
2.3720815181732178,1.540156364440918,4.967765808105469,2.228848457336426
2.372514247894287,1.5402967929840088,5.0122551918029785,2.23880672454834
2.3603768348693848,1.5363517999649048,4.750258445739746,2.179508686065674
2.3761184215545654,1.5414663553237915,5.010241985321045,2.2383570671081543
2.3730669021606445,1.5404762029647827,4.94116735458374,2.2228736877441406
2.354184627532959,1.5343352556228638,4.695620059967041,2.166937828063965
